title,"name_in_the_communication_poem(字, 別號, 姓+字, or 姓+名)",notes(other name patterns),zi 字,hao 別號,surname_zi 姓+字,all_surnames
和劉英臣見寄二絕句,,,英臣,,劉英臣,劉;和
和十二弟見降羌過洛,,,,,,和
和吳辨叔知鳳翔見寄,,,辨叔,,吳辨叔,吳;和;鳳
和四十伯父見寄二首,,,,,,和
和國鎮晚秋齋中見寄,,,國鎮,,,和;秋
和夏侯秀才春日見寄,,,,,,侯;夏侯;和;夏
和子野見寄十二辰體,,,子野,,,和
和存子姪長吟酆都韻,,,,,,酆;和
和季成弟中秋不見月,,,季成,,,秋;成;和;季
和宇文公南塗中見寄,,,公南,,宇文公南,宇文;公;和;南
和安撫王臨騏驥見寄,,,,,,王;安;和
和尉遲贊善病中見寄,,,,,,和;尉遲
和平江府倪教授送行,,,,,,平;倪;和
和張子野見寄三絕句,,,子野,,張子野,和;張
和張簿寧國山門六題,,,,,,和;張;寧;山
和微之湖亭席上見贈,,,微之,,,席;和
和慎使君出城見梅花,,,,,,和;慎;梅
和應之還邑道中見寄,,,應之,,,應;和
和應之雨中見懷之作,,,應之,,,應;懷;和
和戴石屏見寄韻二首,,,,石屏,,戴;和;石
和曹士開侍御見寄韵,,,,,,和;曹
和曾通判招飲後見貽,,,,,,後;和;曾
和朐陽載筆魯裕見寄,,,,,,魯;和
和朱尉首夏偶書見寄,,,,,,夏;朱;和
和李判院宿松隠見貽,,,,,,宿;和;李;松
和李果州同遊茅山贈,,,,,,茅;和;李;山
和李梅南見寄十四韻,,,,,,南;和;李;梅
和李秀才端午日見寄,,,,,,和;李
和梅龍圖遊西湖見寄,,,,,,龍;和;梅
和楊褒雨中見寄二首,,,,,,楊;和
和次道奉慈齋宮見寄,,,次道,,,宮;和
和歲節見招城上閒步,,,,,,步;和
和毘陵尉曹昭用見寄,,,,,,和;曹
和河南尹上清宮祈雪,,,,,,宮;和;南
和濟翁見寄之韻二首,,,濟翁,,,翁;和
和申屠御史來豫章韻,,,,,,申屠;章;屠;和
和登封裴寺丞翰見寄,,,,,,裴;和;封
和秀實寄尹商老見訪,,,秀實;商老,,尹商老,商;和
和答李學士見寄長韵,,,,,,和;李
和茶陵夢覺索燭見懷,,,,,,懷;索;和
和莆田陳宰篠塘庵韻,,,,,,田;陳;和;宰
和董職方見賀誕子詩,,,,,,賀;和;方;董
和蒲安行題鮮于秀才,,,安行,,,鮮于;于;蒲;和;安
和蔣成甫見貽生日韻,,,成甫,,,成;蔣;和
和謝倅見贈生日二首,,,,,,謝;和
和謝昌國送管相士韻,,,昌國,,謝昌國,昌;謝;和;相
和象之河上見懷之作,,,象之,,,懷;和
和趙元鼎錢塘懷古韻,,,懷古,,趙元鼎,懷;錢;和;趙;元;古
和通判白同朝散見別,,,,,,別;和;白
和運幹奉議見贈元韵,,,,,,元;和
和鄧巽坡見寄元夕韻,,,,,,鄧;元;和
和酬入內趙供奉見贈,,,,,,趙;和
和酬周啟明賢良見寄,,,,,,周;和
和酬孫大諫見訪之什,,,,,,和;孫
和酬李殿院見訪之什,,,,,,和;李
和酬泉南陳賢良見贈,,,,,,陳;和;南
和酬王平甫道中見寄,,,平甫,,王平甫,王;平;和
和野軒答李著作見寄,,,,,,和;李
和錢太博見寄覓山藥,,,,,,山;錢;和
和錢學士見謝新栽竹,,,,,,謝;錢;和
和閻灝重陽見贈二首,,,,,,閻;和
和陳勉仲大寧院見寄,,,勉仲,,陳勉仲,陳;仲;和;寧
和陳天予見寄真字韵,,,,,,陳;和
和陳處士在雍丘見寄,,,,,,丘;陳;雍;和
和韓三謁歐陽九之作,,,,,,歐陽;和;韓
和韻答都昌胡令論詩,,,,,,胡;昌;和
和馮眉州九日無酒韻,,,,,,和;馮
和麟遊王令雪中見憶,,,,,,王;和
和黄雲夫武攸見寄韻,,,雲夫,,,雲;武;和;黃
唐史君與正新建浮橋,,,君與,,,唐
喜湯子才永豐築室成,,,子才,,,豐;成;湯
喜王性之見過千金村,,,性之,,王性之,王;金
喜見家山答守之二首,,,家山;守之,,,家;山
喜雪呈鮮于子駿三首,,,子駿,,鮮于子駿,于;鮮于
喜馬先輩及第後見訪,,,,,,馬;後
器之示巽中見懷次韻,,,巽中;器之,,,懷
國一見代宗起立圖贊,,,宗起,,,宗
圓通至樂亭見月戲留,,,,圓通,,樂
坐間見裝成早梅數枝,,,,,,成;梅
報恩荷池納凉呈雲心,,,,,,池;雲
壬戌重午於潛李氏作,,,,,,李;於
奉同原甫賦澄心堂紙,,,,,,
奉送叔父都官知永州,,,叔父,,,
奉送富修仲赴南昌尉,,,修仲,,富修仲,昌;仲;南;富
奉送永州張中樂屯田,,,中樂,,張中樂,田;樂;張
奉送范宰秩滿還東陽,,,,,,東;范;宰;滿
奉酬李時發岳麓見寄,,,時發,,,時;李;岳
奉酬潤州余少卿見寄,,,少卿,,,余
奉酬胡俊明博士見寄,,,俊明,,胡俊明,胡
奉酬范十七見寄二首,,,,,,范
奉酬鮑仲山機宜見贈,,,仲山,,,鮑;宜;山;仲
妻姪師如石同婦見過,,,,,,石
媚川圖亭上觀江心寺,,,,,,
子肅見示和篇復次韵,,,子肅,,,和
子賢和韵見酬次答之,,,子賢,,,和
子高作司諫見舉自代,,,子高,,,高
孟子 孟子見梁惠王,,,子見,,,王;惠;梁;孟
孫侯見和復次韻五首,,,,,,侯;和;孫
學海樓和水心先生韵,,,水心;學海,水心,,和
安禮以宏詞見勉奉寄,,,安禮,,,安
宋任著作宰江寧溧水,,,,,,任;宰;宋;寧
宜春臺呈太守陳次明,,,,,,宜;陳
宴嘉興謝守樂語口號,,,,,,謝;樂
寄同年懷安曹守二首,,,,,,安;懷;曹
寄悼浦江吳縣令清翁,,,,,,吳;翁;浦
寄懷仙居贊府尤貴端,,,,仙居,,尤;懷
寄永嘉葉丈以昌甫韵,,,,,,昌;葉
寄潁川歐陽仲純兄弟,,,仲純,,歐陽仲純,仲;歐陽
寄焦山成老高郵滋老,,,成老,,,焦;山;成;高
寄知福州范師道龍圖,,,師道,,,范;龍
寄答曾無己見貽詩卷,,,無己,,,曾
寄簡歐陽伯威劉伯山,,,伯威;伯山,,歐陽伯威,劉;山;歐陽;簡
寄臨川司理趙時校書,,,,,,趙;時
寄臨川諸舊兼悲二謝,,,,,,謝
寄賀隱直捷開封府解,,,隱直,,,賀;封;解
寄賦慈溪沈氏愛菊序,,,,,,沈
寄贈華山致仕韓見素,,,見素,,,山;韓
寄題上虞蘇簿凝虛館,,,,,,虞;蘇
寄題何子應金華書院,,,子應,,何子應,應;何;金
寄題南昌尉廳思賢亭,,,思賢,,,昌;南
寄題太和胡氏福榮堂,,,太和,,,胡;和;榮
寄題太和陳氏益龜堂,,,太和,,,陳;和
寄題婺源戴氏蒼山歌,,,,蒼山,,戴;山;蒼
寄題婺源程氏得寓亭,,,,,,程
寄題安福李令先春閣,,,,,,安;李
寄題安福李令愛竹堂,,,,,,安;李
寄題常州東山亭二首,,,,東山,,東;山;常
寄題德興余氏聚遠亭,,,德興,,,余
寄題新昌簿廳綠陰亭,,,,,,昌;陰
寄題永嘉林氏真意堂,,,,,,林
寄題永新鄧成之粟庵,,,成之,,鄧成之,鄧;成
寄題永福董宰溪莊圖,,,,溪莊,,莊;宰;董
寄題江山葉氏翠香亭,,,,,,葉;山
寄題汪稱隠海陽船亭,,,,,,汪
寄題處州朱山人幽居,,,,,,山;朱
寄題連江陳氏拂石軒,,,,,,陳;連;石
寄題錢塘毛氏西湖園,,,,,,毛;錢
寄題靖安呂延平釣臺,,,延平,,,呂;安;平
寄題龍泉李氏萬卷堂,,,,,,李;龍
將往終南和子由見寄,,,子由,,,和;南;終
將至錢塘先寄施侍郎,,,,,,錢;施
尚長道見和次韻二首,,,長道,,尚長道,和
履道見和復答之十首,,,履道,,,和
岳陽送管順甫還清湘,,,,,,岳
峨眉真人陳圖南真贊,,,圖南,,陳圖南,陳;南
崇德縣簿冷世修招飲,,,世修,,,冷
川上見月歸示同行者,,,,,,
席上送韋中舍歸襄陽,,,,,,席;韋
幽州送景僧錄歸錢塘,,,,,,錢;景
廬陵試院次陳明叔韻,,,明叔,,陳明叔,陳
張元亮見訪留和坐客,,,,,張元亮,元;張;和
復次韵酬葉翰林見寄,,,,,,葉;林
德化默亭觀雪呈鄭令,,,,,,鄭
德秀和韵見酬因復之,,,德秀;復之,,,和
德輝次舊韻見寄復和,,,德輝,,,和
感興簡歐陽仲純兄弟,,,仲純,,歐陽仲純,仲;歐陽;簡
懷寧國守鄭少卿景望,,,景望;少卿,,,鄭;懷;景;寧
戲呈峨眉僧正簡之頌,,,簡之,,,簡
戲題歐陽公廳前白鶴,,,,,,公;歐陽;白
戲題羅浮梁彌仙寫真,,,,,,羅;梁
投連泉州顯學五十韻,,,,,,連
挽仁和君胡夫人二首,,,,,,胡;和
挽巽齋先生歐陽大著,,,,巽齋,,歐陽
挽廬陵葛孝子母夫人,,,,,,葛
放榜後次韵毛守見招,,,,,,毛;後
故廬陵府君葛公挽詩,,,,,,葛;公
新喻縣偶寄彭仁正字,,,,,,彭;喻
新建浄慈天錫莊請贊,,,天錫,,,莊
新建秘書省呈李秘監,,,,,,李
方城陪諸兄坐心遠亭,,,心遠,,,方
於潛令刁同年野翁亭,,,野翁,野翁,,翁;刁;於
早夏出城書所見成篇,,,,,,夏;成
明叔同舟見別於永和,,,叔同,,,別;和;於
晚行後園見菊戲宜甫,,,宜甫,,,宜;後
有懷尹賢良玉山舊居,,,良玉,,,懷;山
望白水山次合江樓韻,,,,白水,,山;白
朝宗見和復次韵謝之,,,朝宗,,,宗;謝;和
朱亭伯改轉見過一首,,,,,,朱
李伯華見過小飲二首,,,伯華,,,李
李念七久不見過二絕,,,,,,李
李粹伯對月見懷次韻,,,粹伯,,,懷;李
東園池上書所見五首,,,,東園,,池;東
東村散步有懷張漢州,,,,,,步;東;懷;張
東陽九日寄浦江同寮,,,,,,東;浦
梁寺丞見示過嶺新作,,,,,,梁
楊庭秀寄南海集二首,,,庭秀,,,楊;南
楊浩然見寄因次其韵,,,浩然,,,楊
次前韻謝月窗兄見和,,,,,,謝;和
次劉孟元見贄韻二首,,,,,,元;劉;孟
次叔通推官見寄二首,,,叔通,,,
次台州巾子山任翻韻,,,子山,,,台;任;山
次合州新趙使君阻雨,,,,,,趙
次吳司理見貽二絕韻,,,,,,吳
次宜興謝長官借榻韻,,,,,,宜;謝
次後山陳師道見寄韵,,,師道,後山,陳師道,陳;山;後
次曾宏甫見過二首韻,,,宏甫,,,曾
次李公謹美人行見寄,,,公謹,,李公謹,公;李
次李篔房秋晚見寄韻,,,,篔房,,房;秋;李
次梁教授見貽韻五首,,,,,,梁
次王直方承務見寄韵,,,直方,,王直方,王;方
次皇甫子仁老杜詩韵,,,仁老,,,杜;皇甫
次程伯禹尚書見寄韻,,,伯禹,,,禹;程
次趙次張見遺之什韻,,,次張,,趙次張,趙;張
次趙都使心田壽域韻,,,壽域,,,田;趙;壽
次酬五羊李子先見寄,,,子先,,李子先,羊;李
次韵仇池冬至日見寄,,,,,,池;仇
次韵何子溫龍圖見贈,,,子溫,,何子溫,溫;何;龍
次韵劉伯昌長官見贈,,,伯昌,,,昌;劉
次韵劉延中廷直見贈,,,廷直,,,劉
次韵和少述雪中見寄,,,少述,,,和
次韵子容同聖功見過,,,聖功;子容,,,容
次韵孔天瑞秀才見寄,,,天瑞,,,孔
次韵孔武仲學士見贈,,,仲學,,,武;孔;仲
次韵孫莘老司諫見寄,,,莘老,,孫莘老,孫;莘
次韵富修仲見贈二首,,,修仲,,富修仲,仲;富
次韵弟茂通郊行見梅,,,,,,梅
次韵張進彦見寄二首,,,,,,張
次韵德久懷玉山詩友,,,德久,,,懷;山
次韵晁無斁冬夜見寄,,,無斁,,晁無斁,晁
次韵晁美叔遊山見寄,,,美叔,,晁美叔,晁;山
次韵月上人秋夜見寄,,,,,,秋
次韵朝陵葉院察見寄,,,,,,葉
次韵李商老見懷之什,,,商老,,李商,商;懷;李
次韵李成之待制見寄,,,成之,,李成之,成;李
次韵李祖武道中見寄,,,,,,祖;武;李
次韵柳子玉郎中見寄,,,子玉,,柳子玉,柳
次韵樓試可承議見招,,,試可,,樓試可,
次韵瀛倅鄧慎思見寄,,,慎思,,鄧慎思,鄧;慎
次韵王定國揚州見寄,,,定國,,王定國,王
次韵王性之見寄佳句,,,性之,,王性之,王
次韵王通叟寺丞見寄,,,通叟,,王通叟,王
次韵答張誾張閣見寄,,,,,,張
次韵翁承之見寄二首,,,承之,,,翁
次韵蘇公督兩歐陽詩,,,,,,公;歐陽;蘇
次韵蘇文饒見貽之什,,,文饒,,,饒;蘇
次韵襄陽常縣尉送行,,,,,,常
次韵謝三利涉寺見寄,,,,,,謝;利
次韵谷口鄭東子見寄,,,子見,,,鄭;東;谷
次韵鄭公實見贈二詩,,,公實,,,鄭;公
次韵酬韓三相公見寄,,,,,,公;韓;相
次韵陳伯模見贈之什,,,伯模,,陳伯模,陳
次韵陳元述見寄謝茶,,,,,,陳;謝;元
次韵陳勉仲見留之什,,,勉仲,,陳勉仲,陳;仲
次韵陳君俞携酒見過,,,君俞,,,陳;俞
次韵陳師仲主簿見寄,,,師仲,,,陳;仲
次韵陳敏善秀才見過,,,,,,陳
次韵陶監丞茂安見贈,,,茂安,,,安;陶
次韵鞏仲至登樓見懷,,,仲至,,鞏仲至,懷;仲;鞏
次韵黄大臨秀才見寄,,,大臨,,,黃
次韵龔實之正言見寄,,,實之,,龔實之,龔
次韻什邡馬主簿二首,,,,,,馬
次韻仲孺見懷十二韻,,,,,,懷;仲
次韻仲孺見督烹小團,,,,,,仲
次韻休寧程君圉來訪,,,,,,程;寧
次韻何若谷別後見寄,,,若谷,,,何;後;別;谷
次韻僧自文見贈四首,,,,,,
次韻元不伐知縣見寄,,,不伐,,,元
次韻元傑聽谿亭見寄,,,,,,元
次韻元進以長句見勉,,,,,,元
次韻劉中遠見貽之什,,,,,,劉
次韻劉君鼎見贈二首,,,,,,劉
次韻劉常甫見贈二首,,,常甫,,,劉;常
次韻劉淳叟見寄二首,,,淳叟,,劉淳叟,劉
次韻劉炳先昆仲見寄,,,炳先,,劉炳先,劉;仲
次韻劉長方司戶見贈,,,,,,劉;方
次韻功遠兄惠詩見勞,,,,,,惠;勞
次韻台守晁子莫見貽,,,子莫,,晁子莫,台;莫;晁
次韻史主簿雨夜見寄,,,,,,
次韻吕晞樸九日見示,,,,,,
次韻周元仲見寄二首,,,,,周元仲,仲;元;周
次韻周敦頤國博見贈,,,,,,周
次韻周秀實見寄長篇,,,秀實,,周秀實,周
次韻周開祖長官見寄,,,開祖,,周開祖,祖;周
次韻和王希知縣見贈,,,,,,王;和
次韻嚴子文旅中見贈,,,子文,子文,嚴子文,嚴
次韻夔漕趙若拙見寄,,,若拙,,趙若拙,趙;夔
次韻天甯僧宗芑見寄,,,,,,宗
次韻奉贈巴陵上官令,,,,,,上官;巴
次韻奉酬張野夫見贈,,,野夫,野夫,張野夫,張
次韻奉酬李似之見贈,,,似之,,李似之,李
次韻奉酬黄承務見寄,,,,,,黃
次韻姜堯章雪中見贈,,,堯章,,姜堯章,章;姜
次韻婺州蕭教授見寄,,,,,,蕭
次韻子永見贈建除體,,,子永,,,
次韻孔文仲推官見贈,,,孔文,,,孔;仲
次韻季常疊前作見寄,,,季常,,,季;常
次韻孫元京見過言詩,,,,,,元;孫
次韻孫先輩見寄二首,,,,,,孫
次韻宇文守携酒相訪,,,,,,宇文;相
次韻宋南伯見貽之什,,,伯見,,,宋;南
次韻宜掾徐子美見寄,,,子美,,,宜;徐
次韻崔彊恕墜馬見貽,,,,,,馬;崔
次韻工部兄見寄三首,,,,,,
次韻常元明見寄三首,,,,,,元;常
次韻常德府葛倅見寄,,,,,,葛;常
次韻張君壽來見二首,,,君壽,,張君壽,張;壽
次韻張子公見寄二首,,,子公,,張子公,公;張
次韻張子家見訪惠詩,,,子家,,,惠;家;張
次韻張應龍見贈長句,,,應龍,,,應;張;龍
次韻彥博中秋不見月,,,彥博,,,秋
次韻彭子長劉園見花,,,子長,,,彭;劉
次韻徐古泉雪岡見寄,,,,,,徐;古
次韻戴帥初見寄二首,,,,,,戴;初
次韻戴石屏見簡二首,,,,石屏,,戴;簡;石
次韻敦素兩翁軒見寄,,,敦素,,,翁
次韻斯遠三十日見寄,,,斯遠,,,
次韻斯遠十六日見簡,,,斯遠,,,簡
次韻方性夫同年見寄,,,性夫,,方性夫,方
次韻時然惠徽州近作,,,,,,惠;時
次韻曹彦清教授見寄,,,,,,曹
次韻曾仲錫元日見寄,,,,,,元;仲;曾
次韻曾宏父見貽一首,,,宏父,,曾宏父,曾
次韻朋元賣花處見梅,,,,,,元;梅
次韻朱昂仲見寄一絕,,,,,,仲;朱
次韻李參政見遺生日,,,,,,李
次韻李堯端見嘲食蕨,,,,,,李
次韻李子永見訪二首,,,子永,,李子永,李
次韻李袁州絕句七首,,,,,,袁;李
次韻杜安行見寄六首,,,安行,,,安;杜
次韻林楙南秋興見寄,,,,,,秋;南;林
次韻楊侯見送遊五峰,,,,五峰,,楊;侯
次韻楊廷秀左司見贈,,,廷秀,,楊廷秀,楊;左
次韻楊鴻漸察判見贈,,,鴻漸,,,楊
次韻樊武仲致政見貽,,,武仲,,樊武仲,仲;武;樊
次韻歐陽叔向水中月,,,叔向,,,歐陽;向
次韻江子我見寄長句,,,子我,,江子我,
次韻江子我見戲長句,,,子我,,江子我,
次韻江道可見寄五絕,,,道可,,,
次韻汪以南歸途見寄,,,,,,汪;南
次韻沈沖叟見訪之什,,,,,,沈
次韻洛陽秦慶父贄見,,,,,,秦
次韻洪令三月晦見寄,,,,,,洪
次韻瀛倅鄧慎思見寄,,,慎思,,鄧慎思,鄧;慎
次韻熊雲瀑秋夜見寄,,,,,,雲;秋;熊
次韻王定國馬上見寄,,,定國,,王定國,王;馬
次韻王宮教見貽之什,,,,,,王;宮
次韻王廷老退居見寄,,,廷老,,,王
次韻王憲中秋不見月,,,,,,王;秋
次韻王潛江見索近詩,,,,,,王;索
次韻盧行之知原見贈,,,知原;行之,,盧行之,盧
次韻石溫之都官見贈,,,,,,溫;石
次韻石瑶林帥幹見賀,,,,,,賀;石;林
次韻秦太虛見戲耳聾,,,太虛,,秦太虛,秦
次韻程道益見贈二首,,,,,,程
次韻章茂深安撫見寄,,,茂深,,章茂深,章;安
次韻答樊伯撝見拉釣,,,,,,樊
次韻答永興安撫文公,,,,,,公;安
次韻答澗上丈人見寄,,,,澗上丈人,,
次韻羅叔共紀事見寄,,,叔共,,,紀;羅
次韻羅正之提刑見寄,,,正之,,羅正之,羅
次韻翁士秀見贈二首,,,,,,翁
次韻胡明仲見寄二首,,,明仲,,胡明仲,胡;仲
次韻胡益之初夏見懷,,,益之,,,胡;初;夏;懷
次韻胡連翁携詩見訪,,,,,,胡;連;翁
次韻良佐歇心歌三首,,,良佐,,,
次韻范至能峽中見寄,,,至能,,范至能,能;范
次韻萬廷老見貽一首,,,廷老,,萬廷老,
次韻葉首善龍圖見寄,,,,,,葉;龍
次韻蕭元隆見寄二首,,,,,,蕭;元
次韻蘇和父自郫見寄,,,和父,,蘇和父,蘇;和
次韻虞永康十月海棠,,,,,,虞;康
次韻虞永康廬居生芝,,,,,,虞;康
次韻虞永康讀易有作,,,,,,虞;康;易
次韻袁同年回程見示,,,,,,袁;程
次韻見贈兼簡吳夫人,,,,,,吳;簡
次韻覺心道人遊郡園,,,心道,,,
次韻許大初見贈二首,,,大初,,,許;初
次韻謝呂君見寄二首,,,,,,呂;謝
次韻謝處州鄉人二首,,,,,,謝
次韻資欽元府判見寄,,,,,,元
次韻趙伯充雪中見招,,,伯充,,趙伯充,趙;充
次韻趙景文見寄懷親,,,景文,,趙景文,趙;懷;景
次韻趙景明初見梅花,,,景明,,趙景明,初;趙;景;梅
次韻趙榮州題蘆鴈畫,,,,,,趙;榮
次韻趙賓暘見寄長句,,,賓暘,,趙賓暘,趙
次韻逢使君寺丞見贈,,,,,,
次韻邵子非見貽一首,,,,,,邵
次韻邵子非見贈之作,,,,,,邵
次韻鄭季奕見寄二首,,,,,,鄭;奕;季
次韻鄭禹功見貽一首,,,禹功,,,鄭;禹
次韻鄭維心探梅未花,,,,,,鄭;梅
次韻鄭維心見貽一首,,,,,,鄭
次韻鄭維心詠梅一首,,,,,,鄭;梅
次韻鄭維心遊西余山,,,,,,鄭;余;山
次韻酬屯田陳丈見寄,,,,,,田;陳
次韻酬昌俠見貺之句,,,貺之,,,昌
次韻酬羅嚴秀才見贈,,,,,,羅;嚴
次韻錢遜叔侍郎見簡,,,遜叔,,錢遜叔,錢;簡
次韻陳中玉大卿見贈,,,中玉,,,陳
次韻陳宜中携詩見訪,,,宜中,,陳宜中,宜;陳
次韻陳思道見送之什,,,思道,,陳思道,陳
次韻陳教授見寄二首,,,,,,陳
次韻韓康公置酒見留,,,康公,,,公;康;韓
次韻馬中玉提刑見寄,,,中玉,,馬中玉,馬
次韻高子文途中見寄,,,子文,子文,,高
次韻高賓王見投四首,,,賓王,,高賓王,王;高
次韻黄伯度虞部見贈,,,伯度,,,虞;黃
次韻龔養正病中見寄,,,養正,,龔養正,養;龔
歐陽文忠公挽辭二首,,,文忠,,,公;歐陽
歐陽邦基母曾氏挽詞,,,,,,歐陽;曾
歐陽郡太君挽歌二首,,,,,,歐陽
永叔寄澄心堂紙二幅,,,永叔,,,
永嘉周道人求詩一首,,,道人,,,周
永嘉林氏集雲庵索詩,,,雲庵,,,雲;索;林
永嘉郡夫人挽詞二首,,,,,,
江夏別魯直送之宜州,,,魯直,,,宜;魯;夏;別
江陰何仲禮相訪和答,,,仲禮,,,相;陰;和;何;仲
池上書所見留别益謙,,,益謙,,,池
泉州王道友捨簟乞頌,,,,,,王
泊上虞驛來日行四首,,,,,,虞
洪園洗心堂飲中偶成,,,,,,洪;成
浩西堂見和因再用韻,,,,西堂,,和
清江勸駕送舉人二首,,,,,,
清湘西山寺無量壽塔,,,,西山,,山;壽
清湘驛送祝賀州南歸,,,,,,賀;祝;南
游白馬寺逢安心上人,,,,,,馬;安;游;白
游雁蕩山 壽昌道中,,,,,,昌;山;游;壽
湖心寺呈簫峰陳明府,,,,,,陳
潮陽謁靈山大顛禪師,,,,,,山
濟州道中寄葉勛秀才,,,,,,葉
灞陵秋居酬友人見寄,,,,,,秋
点绛唇 南昌送范帅,,,,,,昌;范;南
烛影摇红 答邵素心,,,,,,邵
燕司封同年以詩見迎,,,,,,燕;封
獻萬佛圖爲張雅州壽,,,,,,張;壽
王樞密見和復用前韻,,,,,,王;和
王臺驛見晚李花有感,,,,,,王;李
生日和洪山甫見贈韻,,,山甫,,,洪;山;和
用前韻酬高仲貽見贈,,,仲貽,,高仲貽,仲;高
用戴帥初韻寄孫常州,,,,,,戴;初;孫;常
用韻送蔡季通還建安,,,季通,,蔡季通,安;蔡;季
病中感體元上人見訪,,,,,,元
登謝公樓分韵得心字,,,,,,公;謝
發穀熟縣寄揚州同寮,,,,,,
監利許知縣見示詩卷,,,,,,許;利
盤洲雜韻上 洗心閣,,,,盤洲,,
盧奉御自上都回見訪,,,,,,盧
磬湖小山激水作小溪,,,,小山,,山
禁籞見牡丹仍蒙恩賜,,,,,,蒙
福唐秀上人相見圓通,,,,圓通,,唐;相
福州黄檗送廣州化主,,,,,,廣;黃
福建界首寄福州親舊,,,,,,
秋崖先生以紅石見寄,,,,秋崖,,秋;紅;石
程君履以薛宰書見訪,,,,,,程;薛;宰
答夔州舊僚被召見寄,,,,,,夔
